Provincia,Tipo Istituto,Codice Principale,Denominazione Principale,Indirizzo,CAP,Comune,Distretto,E-mail,Telefono,Codice Fiscale,Codice,Denominazione,All Students,School Type,Full Address,Latitude,Longitude
Palermo,ISTITUTO COMPRENSIVO,PAIC85800D,I.C.S. MARGHERITA DI NAVARRA,"VIA PAPA GIOVANNI PAOLO II, SNC",90046,MONREALE,47,PAIC85800D@istruzione.it,916535962,97164940823,PAEE85802L,VILLACIAMBRA,168,Prim,"VIA ALTOFONTE, 90046, MONREALE",38.0616798,13.321455
Palermo,ISTITUTO COMPRENSIVO,PAIC85800D,I.C.S. MARGHERITA DI NAVARRA,"VIA PAPA GIOVANNI PAOLO II, SNC",90046,MONREALE,47,PAIC85800D@istruzione.it,916535962,97164940823,PAEE85804P,I.C. GUGLIELMO II-TED/S.MARTINO,100,Prim,"PIAZZA PLATANI SN, 90040, MONREALE",38.0900454,13.2538468
Palermo,ISTITUTO COMPRENSIVO,PAIC859009,I.C. A. VENEZIANO-P. NOVELLI,"VIA KENNEDY, 2",90046,MONREALE,47,PAIC859009@istruzione.it,916404455,97165120821,PAEE85902C,D.D. MONREALE I - P. NOVELLI,457,Prim,"VIA ARCHIMEDE 13, 90046, MONREALE",38.0799722,13.2887576
Palermo,ISTITUTO COMPRENSIVO,PAIC86000D,I.C. CARINI-VILLAGRAZIA GUTTUSO,VIA ISCHIA 65/67,90044,CARINI,42,PAIC86000D@istruzione.it,918674901,97133130829,PAEE86001G,I.C. CARINI - VILLAGRAZIA,80,Prim,"VIA NAZIONALE, 90044, CARINI",38.1581811,13.1802565
Palermo,ISTITUTO COMPRENSIVO,PAIC86000D,I.C. CARINI-VILLAGRAZIA GUTTUSO,VIA ISCHIA 65/67,90044,CARINI,42,PAIC86000D@istruzione.it,918674901,97133130829,PAEE86003N,VIA ELBA,176,Prim,"VIA ELBA, 90044, CARINI",38.1575316,13.1743641
Palermo,ISTITUTO COMPRENSIVO,PAIC86000D,I.C. CARINI-VILLAGRAZIA GUTTUSO,VIA ISCHIA 65/67,90044,CARINI,42,PAIC86000D@istruzione.it,918674901,97133130829,PAEE86004P,SERRACARDILLO,197,Prim,"SS. 113, 90044, CARINI",38.1585886,13.1813427
Palermo,ISTITUTO COMPRENSIVO,PAIC86000D,I.C. CARINI-VILLAGRAZIA GUTTUSO,VIA ISCHIA 65/67,90044,CARINI,42,PAIC86000D@istruzione.it,918674901,97133130829,PAEE86005Q,I.C. R.GUTTUSOCARINI PL. PRES,122,Prim,"BIVIO FORESTA, 90044, CARINI",38.1576856,13.1952388
Palermo,ISTITUTO COMPRENSIVO,PAIC861009,I.C. CARINI - LAURA LANZA,VIA A. PRANO 72/74,90044,CARINI,42,PAIC861009@istruzione.it,918661056,80056780820,PAEE86101B,I.C. CARINI -LAURA LANZA SC.EL.,522,Prim,"VIA A. PRANO, 90044, CARINI",38.1418024,13.1922325
Palermo,ISTITUTO COMPRENSIVO,PAIC862005,I.C. MONTELEPRE-MANZONI,VIA MADONNA DEL CARMINE,90040,MONTELEPRE,44,PAIC862005@istruzione.it,918984230,80030250825,PAEE862017,I.C. MONTELEPRE-PL. GIARDINELLO,107,Prim,"VIA ROMA 37, 90040, GIARDINELLO",38.0894729,13.156091
Palermo,ISTITUTO COMPRENSIVO,PAIC862005,I.C. MONTELEPRE-MANZONI,VIA MADONNA DEL CARMINE,90040,MONTELEPRE,44,PAIC862005@istruzione.it,918984230,80030250825,PAEE862028,GIOVANNI XXIII,211,Prim,"L.GO OSPEDALE, 90040, MONTELEPRE",38.0896747,13.1729549
Palermo,ISTITUTO COMPRENSIVO,PAIC86400R,I.C.S.GUGLIELMO II,VIA B. D'ACQUISTO 33,90046,MONREALE,47,PAIC86400R@istruzione.it,916404489,97165530821,PAEE86402X,PIERSANTI MATTARELLA,97,Prim,"VIA SALITA SAN GAETANO55, Non Disponibile, MONREALE",38.0845434,13.2933254
Palermo,ISTITUTO COMPRENSIVO,PAIC86400R,I.C.S.GUGLIELMO II,VIA B. D'ACQUISTO 33,90046,MONREALE,47,PAIC86400R@istruzione.it,916404489,97165530821,PAEE864031,SCUOLA PRIMARIA LETO/BORSELLINO,171,Prim,"VIA AQUINO, 90046, MONREALE",38.0747011,13.3041772
Palermo,ISTITUTO COMPRENSIVO,PAIC86500L,I.C. BAGHERIA- IGNAZIO BUTTITTA,"VIA FLAVIO GIOIA, 4",90011,BAGHERIA,45,PAIC86500L@istruzione.it,91943343,90000850827,PAEE86501P,I.C. BAGHERIA/BUTT.- K. WOJTYLA,151,Prim,"VIA INCORVINO AMALFITANO, 90011, BAGHERIA",38.0643371,13.5067854
Palermo,ISTITUTO COMPRENSIVO,PAIC86500L,I.C. BAGHERIA- IGNAZIO BUTTITTA,"VIA FLAVIO GIOIA, 4",90011,BAGHERIA,45,PAIC86500L@istruzione.it,91943343,90000850827,PAEE86502Q,PLESSO GUTTUSO,93,Prim,"VIA LANZA S.N.C., Non Disponibile, BAGHERIA",38.073504,13.505564
Palermo,ISTITUTO COMPRENSIVO,PAIC86500L,I.C. BAGHERIA- IGNAZIO BUTTITTA,"VIA FLAVIO GIOIA, 4",90011,BAGHERIA,45,PAIC86500L@istruzione.it,91943343,90000850827,PAEE86503R,D.D. BAGHERIA III - PIRANDELLO,394,Prim,"VIA FILIPPO BUTTITTA, 90011, BAGHERIA",38.0710702,13.5045714
Palermo,ISTITUTO COMPRENSIVO,PAIC86900X,I.C. FALCONE /FONDO RAFFO -PA,"VIA MARCHESE PENSABENE, 34",90146,PALERMO,70,PAIC86900X@istruzione.it,916710763,80056520820,PAEE869012,I.C. FALCONE/F.RAFFO -T. PESCIA,273,Prim,"VIA MARCHESE PENSABENE 34, 90146, PALERMO",38.1787481,13.32083
Palermo,ISTITUTO COMPRENSIVO,PAIC870004,I.C. LEONARDO SCIASCIA-PA,"VIA FRANCESCO DE GOBBIS,13",90146,PALERMO,70,PAIC870004@istruzione.it,91244310,80020100824,PAEE870016,I.C. LEONARDO SCIASCIA - ZEN 1,326,Prim,"VIA ADAMO SMITH-, 90146, PALERMO",38.1772211,13.311408
Palermo,ISTITUTO COMPRENSIVO,PAIC87100X,I.C. MICHELANGELO BUONARROTI-PA,"VIA TEMBIEN,1",90135,PALERMO,43,PAIC87100X@istruzione.it,91221001,80026500829,PAEE871012,CASTELLANA 40,295,Prim,"VIA CASTELLANA 40, 90135, PALERMO",38.1255649,13.3063629
Palermo,ISTITUTO COMPRENSIVO,PAIC87100X,I.C. MICHELANGELO BUONARROTI-PA,"VIA TEMBIEN,1",90135,PALERMO,43,PAIC87100X@istruzione.it,91221001,80026500829,PAEE871023,LIVIO BASSI,80,Prim,"VIA CASALINI, 90135, PALERMO",38.1294356,13.3137208
Palermo,ISTITUTO COMPRENSIVO,PAIC87200Q,I.C. PADRE PINO PUGLISI-PA,"VIA PANZERA,28",90124,PALERMO,41,PAIC87200Q@istruzione.it,916307402,80027180829,PAEE87201T,I.C. P. P. PUGLISI - G. CORRAO,101,Prim,"VIA CONTE FEDERICO 267/A, 90124, PALERMO",38.0885419,13.3958724
Palermo,ISTITUTO COMPRENSIVO,PAIC87200Q,I.C. PADRE PINO PUGLISI-PA,"VIA PANZERA,28",90124,PALERMO,41,PAIC87200Q@istruzione.it,916307402,80027180829,PAEE87202V,ILARIA ALPI,94,Prim,"CORSO DEI MILLE 1672, 90124, PALERMO",38.0840334,13.4270535
Palermo,ISTITUTO COMPRENSIVO,PAIC87200Q,I.C. PADRE PINO PUGLISI-PA,"VIA PANZERA,28",90124,PALERMO,41,PAIC87200Q@istruzione.it,916307402,80027180829,PAEE87203X,N.BIXIO,113,Prim,"VIA CASSARO BONANNO2, 90124, PALERMO",38.1184043,13.3661663
Palermo,ISTITUTO COMPRENSIVO,PAIC87300G,I.C. L.PIRANDELLO/B. ULIVIA -PA,"VIA ORTIGIA, 19",90125,PALERMO,41,PAIC87300G@istruzione.it,91447736,97240050829,PAEE87302P,I.C. PIRANDELLO/B.UL.-V.ORTIGIA,271,Prim,"VIA ORTIGIA 19, 90134, PALERMO",38.0901762,13.3602711
Palermo,ISTITUTO COMPRENSIVO,PAIC87400B,I.C PRINCIP. ELENA DI NAPOLI-PA,VIA USTICA 46,90135,PALERMO,43,PAIC87400B@istruzione.it,91403353,80025540826,PAEE87401D,I.C. PRINCIPES. E. DI N-BAVIERA,376,Prim,"VIA BAVIERA, Non Disponibile, PALERMO",38.1212656,13.3256824
Palermo,ISTITUTO COMPRENSIVO,PAIC87700V,I.C. ANTONIO UGO -PA,"VIA ETTORE ARCULEO, 39",90135,PALERMO,39,PAIC87700V@istruzione.it,91211794,80020780823,PAEE877011,I.C. ANTONIO UGO,254,Prim,"VIA ETTORE ARCULEO39, 90135, PALERMO",38.1175092,13.3335596
Palermo,ISTITUTO COMPRENSIVO,PAIC87800P,I.C. GIUSEPPE VERDI -PA,VIA A. CASELLA N. 33/35,90145,PALERMO,43,PAIC87800P@istruzione.it,916831487,80027450826,PAEE87801R,I.C. GIUSEPPE VERDI,289,Prim,"VIA A. CASELLA N. 33/35, 90145, PALERMO",38.1279193,13.3393618
Palermo,ISTITUTO COMPRENSIVO,PAIC87900E,I.C. MANZONI /IMPASTATO - PA,"VIA FILIPPO PARLATORE, 56",90145,PALERMO,43,PAIC87900E@istruzione.it,916823926,80014540829,PAEE87901L,IMPASTATO,144,Prim,"VIA GIROLAMO DI MARTINO 48, 90145, PALERMO",38.1234192,13.3383276
Palermo,ISTITUTO COMPRENSIVO,PAIC87900E,I.C. MANZONI /IMPASTATO - PA,"VIA FILIPPO PARLATORE, 56",90145,PALERMO,43,PAIC87900E@istruzione.it,916823926,80014540829,PAEE87902N,A. MANZONI,96,Prim,"VIA F.PARLATORE56, 90145, PALERMO",38.125833,13.3430753
Palermo,ISTITUTO COMPRENSIVO,PAIC87900E,I.C. MANZONI /IMPASTATO - PA,"VIA FILIPPO PARLATORE, 56",90145,PALERMO,43,PAIC87900E@istruzione.it,916823926,80014540829,PAEE87903P,I.C. MANZONI/IMP. - G. LA PIRA,152,Prim,"VIA PIETRO MERENDA, 90145, PALERMO",38.1255679,13.3405753
Palermo,ISTITUTO COMPRENSIVO,PAIC88000P,I.C. PARTINICO CASSARA' - GUIDA,"VIA SCIOPERO ALLA ROVESCIA, 8",90047,PARTINICO,44,PAIC88000P@istruzione.it,917296754,97113460824,PAEE88002T,DANILO DOLCI,138,Prim,"C/DA S. CATERINA, 90047, PARTINICO",38.0433607,13.1101031
Palermo,ISTITUTO COMPRENSIVO,PAIC88000P,I.C. PARTINICO CASSARA' - GUIDA,"VIA SCIOPERO ALLA ROVESCIA, 8",90047,PARTINICO,44,PAIC88000P@istruzione.it,917296754,97113460824,PAEE88003V,DIREZIONE DIDATT MAGGIORE GUIDA,187,Prim,"VIA ZITO 2, 90047, PARTINICO",38.0450703,13.113318
Palermo,ISTITUTO COMPRENSIVO,PAIC88100E,I.C. PIANA DEGLI ALBANESI,VIA PIETRA DI MARIA,90037,PIANA DEGLI ALBANESI,47,PAIC88100E@istruzione.it,918561000,80023960828,PAEE88101L,I.C. P. D. ALBANESI- SKANDERBEG,167,Prim,"VIA PIETRA DI MARIA, 90037, PIANA DEGLI ALBANESI",37.9914023,13.2890264
Palermo,ISTITUTO COMPRENSIVO,PAIC88100E,I.C. PIANA DEGLI ALBANESI,VIA PIETRA DI MARIA,90037,PIANA DEGLI ALBANESI,47,PAIC88100E@istruzione.it,918561000,80023960828,PAEE88102N,M. POLIZZI - S.CRISTINA GELA,20,Prim,"VIA ROMA, 90030, SANTA CRISTINA GELA",37.9845791,13.328799
Palermo,ISTITUTO COMPRENSIVO,PAIC88200A,I.C. PRIZZI,VIA FOSSA DELLA NEVE,90038,PRIZZI,49,PAIC88200A@istruzione.it,918345040,93003370827,PAEE88201C,I.C. PRIZZI-A. E G. COMPARETTO,114,Prim,"VIA FOSSA DELLA NEVE, 90038, PRIZZI",37.7220358,13.4326479
Palermo,ISTITUTO COMPRENSIVO,PAIC88200A,I.C. PRIZZI,VIA FOSSA DELLA NEVE,90038,PRIZZI,49,PAIC88200A@istruzione.it,918345040,93003370827,PAEE88202D,SCUOLA PRIMARIA PALAZZO ADRIANO,47,Prim,"VIA MARTIRI PER LA CIVILTA', 90030, PALAZZO ADRIANO",37.6825913,13.3823056
Palermo,ISTITUTO COMPRENSIVO,PAIC884002,I.C.S.GIUSEPPE JATO/S.CIPIRELLO,CONTRADA MORTILLI SNC,90048,SAN GIUSEPPE JATO,47,PAIC884002@istruzione.it,918579953,97167430822,PAEE884014,PIERSANTI MATTARELLA,184,Prim,"VIA VITTORIO EMANUELE, 90048, SAN GIUSEPPE JATO",37.9726076,13.1865902
Palermo,ISTITUTO COMPRENSIVO,PAIC884002,I.C.S.GIUSEPPE JATO/S.CIPIRELLO,CONTRADA MORTILLI SNC,90048,SAN GIUSEPPE JATO,47,PAIC884002@istruzione.it,918579953,97167430822,PAEE884025,GIOVANNI FALCONE,188,Prim,"VIA CASE NUOVE SNC, 90048, SAN GIUSEPPE JATO",37.9684724,13.1804035
Palermo,ISTITUTO COMPRENSIVO,PAIC884002,I.C.S.GIUSEPPE JATO/S.CIPIRELLO,CONTRADA MORTILLI SNC,90048,SAN GIUSEPPE JATO,47,PAIC884002@istruzione.it,918579953,97167430822,PAEE884036,I.C. S. CIPIRELLO-C.A.D. CHIESA,206,Prim,"VIA BACCARELLA, 90040, SAN CIPIRELLO",37.9621183,13.1735148
Palermo,ISTITUTO COMPRENSIVO,PAIC88500T,I.C. SANTA FLAVIA - K. WOJTYLA,"CORSO VITTORIO EMANUELE ORLANDO, 156",90017,SANTA FLAVIA,45,PAIC88500T@istruzione.it,91947060,90007530828,PAEE88501X,I.C. S.FLAVIA/K. W - M. CEFALU',149,Prim,"VIA CONSOLARE 218/A, 90017, SANTA FLAVIA",38.0816763,13.5280949
Palermo,ISTITUTO COMPRENSIVO,PAIC88500T,I.C. SANTA FLAVIA - K. WOJTYLA,"CORSO VITTORIO EMANUELE ORLANDO, 156",90017,SANTA FLAVIA,45,PAIC88500T@istruzione.it,91947060,90007530828,PAEE885021,FRANCESCA MORVILLO - PORTICELLO,144,Prim,"VIA FALCONE BORSELLINO S.N., 90017, SANTA FLAVIA",38.0918425,13.5364131
Palermo,ISTITUTO COMPRENSIVO,PAIC88500T,I.C. SANTA FLAVIA - K. WOJTYLA,"CORSO VITTORIO EMANUELE ORLANDO, 156",90017,SANTA FLAVIA,45,PAIC88500T@istruzione.it,91947060,90007530828,PAEE885032,S.ELIA - MARIANO SENETTONE,61,Prim,"PIANO STENDITORE, 90017, SANTA FLAVIA",38.091739,13.5401795
Palermo,ISTITUTO COMPRENSIVO,PAIC88600N,I.C. TERMINI-BALSAMO/PANDOLFINI,"SALITA SAN GIROLAMO, SNC",90018,TERMINI IMERESE,46,PAIC88600N@istruzione.it,918111808,87000950821,PAEE88601Q,I.C. TERMINI/BALSAMO-LA BARBERA,110,Prim,"Q.RE TORRACCHIO, 90018, TERMINI IMERESE",37.9866852,13.7019303
Palermo,ISTITUTO COMPRENSIVO,PAIC88600N,I.C. TERMINI-BALSAMO/PANDOLFINI,"SALITA SAN GIROLAMO, SNC",90018,TERMINI IMERESE,46,PAIC88600N@istruzione.it,918111808,87000950821,PAEE88604V,CD SAN FRANCESCO D'ASSISI,69,Prim,"PIAZZA DUOMO, 90018, TERMINI IMERESE",37.9870932,13.6961178
Palermo,ISTITUTO COMPRENSIVO,PAIC88600N,I.C. TERMINI-BALSAMO/PANDOLFINI,"SALITA SAN GIROLAMO, SNC",90018,TERMINI IMERESE,46,PAIC88600N@istruzione.it,918111808,87000950821,PAEE88605X,D.D.TERMINI IMER. II-S.F.SCO DP,88,Prim,"VIA OSTIA 6, 90018, TERMINI IMERESE",37.9817176,13.7001299
Palermo,ISTITUTO COMPRENSIVO,PAIC88600N,I.C. TERMINI-BALSAMO/PANDOLFINI,"SALITA SAN GIROLAMO, SNC",90018,TERMINI IMERESE,46,PAIC88600N@istruzione.it,918111808,87000950821,PAEE886061,CD SAN LORENZO,77,Prim,"PIAZZA FILIPPO SGARLATA, 90018, TERMINI IMERESE",37.9873136,13.6948017
Palermo,ISTITUTO COMPRENSIVO,PAIC88600N,I.C. TERMINI-BALSAMO/PANDOLFINI,"SALITA SAN GIROLAMO, SNC",90018,TERMINI IMERESE,46,PAIC88600N@istruzione.it,918111808,87000950821,PAEE886083,L.PIRANDELLO,251,Prim,"VIA E. FERMI, 90018, TERMINI IMERESE",37.9837609,13.6896238
Palermo,ISTITUTO COMPRENSIVO,PAIC88700D,I.C. TERRASINI - GIOVANNI XXIII,"VIALE GIUSEPPE CONSIGLIO, 01",90049,TERRASINI,44,PAIC88700D@istruzione.it,918619723,80025710825,PAEE88701G,I.C. TERRASINI/G.XXIII -CATALDO,413,Prim,"VIA MONS. EVOLA, 90049, TERRASINI",38.1496502,13.0831286
Palermo,ISTITUTO COMPRENSIVO,PAIC88700D,I.C. TERRASINI - GIOVANNI XXIII,"VIALE GIUSEPPE CONSIGLIO, 01",90049,TERRASINI,44,PAIC88700D@istruzione.it,918619723,80025710825,PAEE88702L,D.D. TERRASINI-DON MILANI,270,Prim,"VIA PAPA GIOVANNI, 90049, TERRASINI",38.1476964,13.0795365
Palermo,ISTITUTO COMPRENSIVO,PAIC888009,IC. TRABIA -GIOVANNI XXIII,"VIA PIERSANTI MATTARELLA, 9",90019,TRABIA,46,PAIC888009@istruzione.it,91544510,87001090825,PAEE88801B,I.C.TRABIA/G.XXIII-LEOPARDI/S.N,79,Prim,"VIA SUNSERI, 90019, TRABIA",37.9932605,13.6549399
Palermo,ISTITUTO COMPRENSIVO,PAIC888009,IC. TRABIA -GIOVANNI XXIII,"VIA PIERSANTI MATTARELLA, 9",90019,TRABIA,46,PAIC888009@istruzione.it,91544510,87001090825,PAEE88802C,LOCALI SCUOLA MEDIA,141,Prim,"VIA P.S. MATTARELLA 9, 90019, TRABIA",37.9928904,13.6593164
Palermo,ISTITUTO COMPRENSIVO,PAIC888009,IC. TRABIA -GIOVANNI XXIII,"VIA PIERSANTI MATTARELLA, 9",90019,TRABIA,46,PAIC888009@istruzione.it,91544510,87001090825,PAEE88803D,PLESSO LA MASA,147,Prim,"PIAZZA IGNAZIO GATTO, 90019, TRABIA",37.9963014,13.653666
Palermo,ISTITUTO COMPRENSIVO,PAIC888009,IC. TRABIA -GIOVANNI XXIII,"VIA PIERSANTI MATTARELLA, 9",90019,TRABIA,46,PAIC888009@istruzione.it,91544510,87001090825,PAEE88804E,PLESSO LUIGI CAPUANA,87,Prim,"VIA LIMA, 90019, TRABIA",37.9931726,13.6557529
Palermo,ISTITUTO COMPRENSIVO,PAIC890009,I.C. POLITEAMA -PA,"PIAZZA CASTELNUOVO, 40",90141,PALERMO,69,PAIC890009@istruzione.it,91331037,97163050822,PAEE89001B,I.C. POLITEAMA - G. SERPOTTA,160,Prim,"VIA PIER DELLE VIGNE, 90139, PALERMO",38.1308809,13.3582981
Palermo,ISTITUTO COMPRENSIVO,PAIC890009,I.C. POLITEAMA -PA,"PIAZZA CASTELNUOVO, 40",90141,PALERMO,69,PAIC890009@istruzione.it,91331037,97163050822,PAEE89002C,LA MASA G.,336,Prim,"VIA G.LA MASA 17, 90139, PALERMO",38.125611,13.3619759
Palermo,ISTITUTO COMPRENSIVO,PAIC892001,"I.C.S "" MATTARELLA -BONAGIA""","VIA DEL CASTORO, 13",90125,PALERMO,41,PAIC892001@istruzione.it,91444138,97014380824,PAEE892013,I.C. P. MATTARELLA - MANCINO,77,Prim,"VIA BEL.CHIAVELLI, 90124, PALERMO",38.0906216,13.3707368
Palermo,ISTITUTO COMPRENSIVO,PAIC892001,"I.C.S "" MATTARELLA -BONAGIA""","VIA DEL CASTORO, 13",90125,PALERMO,41,PAIC892001@istruzione.it,91444138,97014380824,PAEE892024,P. MATTARELLA,120,Prim,"VIA BONAGIA 14, 90125, PALERMO",38.0807629,13.3617895
Palermo,ISTITUTO COMPRENSIVO,PAIC892001,"I.C.S "" MATTARELLA -BONAGIA""","VIA DEL CASTORO, 13",90125,PALERMO,41,PAIC892001@istruzione.it,91444138,97014380824,PAEE892035,D.D. BONAGIA - PA,418,Prim,"VIA DEL CASTORO 13, 90125, PALERMO",38.0837246,13.3587572
Palermo,ISTITUTO COMPRENSIVO,PAIC892001,"I.C.S "" MATTARELLA -BONAGIA""","VIA DEL CASTORO, 13",90125,PALERMO,41,PAIC892001@istruzione.it,91444138,97014380824,PAEE892046,BARTOLOMEO TOMASINO,120,Prim,"P.ZZA S.MARIA DI GESU', 90124, PALERMO",38.0906371,13.3740645
Palermo,ISTITUTO COMPRENSIVO,PAIC892001,"I.C.S "" MATTARELLA -BONAGIA""","VIA DEL CASTORO, 13",90125,PALERMO,41,PAIC892001@istruzione.it,91444138,97014380824,PAEE892057,VIA ALOI,204,Prim,"VIA F.DI GREGORIO10, 90125, PALERMO",38.0835227,13.3616168
Palermo,ISTITUTO COMPRENSIVO,PAIC89300R,I.C. G. MARCONI -PA,"VIA GEN. A DI GIORGI, 4",90143,PALERMO,69,PAIC89300R@istruzione.it,916255080,97239750827,PAEE89301V,I.C. G. MARCONI -VIA D. MINZONI,108,Prim,"VIA DON MINZONI 1, 90143, PALERMO",38.1455342,13.3500132
Palermo,ISTITUTO COMPRENSIVO,PAIC897004,I.C. GIULIANA SALADINO - PA,"VIA BARISANO DA TRANI, 7 - 9",90145,PALERMO,43,PAIC897004@istruzione.it,916734993,80013800828,PAEE897016,I.C. G. SALADINO - F. CRISPI,279,Prim,"VIA BARISANO DA TRANI 7/9, 90145, PALERMO",38.1359216,13.3112799
Palermo,ISTITUTO COMPRENSIVO,PAIC89800X,I.C. RITA BORSELLINO,PIAZZA MAGIONE 1,90133,PALERMO,69,PAIC89800X@istruzione.it,916164473,80016560825,PAEE898012,MICHELE AMARI_PRM,161,Prim,"VIA G.F.INGRASSIA 33, 90123, PALERMO",38.1095997,13.3733053
Palermo,ISTITUTO COMPRENSIVO,PAIC89800X,I.C. RITA BORSELLINO,PIAZZA MAGIONE 1,90133,PALERMO,69,PAIC89800X@istruzione.it,916164473,80016560825,PAEE898034,FRANCESCO FERRARA_PRM,263,Prim,"PIAZZA MAGIONE N. 1, 90133, PALERMO",38.1136929,13.370208
Palermo,ISTITUTO COMPRENSIVO,PAIC89900Q,I.C. ABBA /ALIGHIERI -PA,VIA RUGGERO MARTURANO 77/79,90142,PALERMO,69,PAIC89900Q@istruzione.it,916374806,97239910827,PAEE89901T,I.C. ABBA - ALIGHIERI,495,Prim,"VIA GIORDANO CALCEDONIO 1, 90142, PALERMO",38.1440059,13.3661859
Palermo,ISTITUTO COMPRENSIVO,PAIC8A000C,I.C. RITA LEVI MONTALCINI -PA,"PIAZZA S.PAOLO, N.4",90135,PALERMO,43,PAIC8A000C@istruzione.it,91311054,80013220829,PAEE8A001E,I.C. R.L.MONTALCINI-G.B. BASILE,154,Prim,"PIAZZA S.PAOLO 4, 90135, PALERMO",38.1298672,13.2924926
Palermo,ISTITUTO COMPRENSIVO,PAIC8A000C,I.C. RITA LEVI MONTALCINI -PA,"PIAZZA S.PAOLO, N.4",90135,PALERMO,43,PAIC8A000C@istruzione.it,91311054,80013220829,PAEE8A002G,P.BORSELLINO,163,Prim,"LARGO CAMASTRA N.7, 90135, PALERMO",38.1279404,13.2977368
Palermo,ISTITUTO COMPRENSIVO,PAIC8A000C,I.C. RITA LEVI MONTALCINI -PA,"PIAZZA S.PAOLO, N.4",90135,PALERMO,43,PAIC8A000C@istruzione.it,91311054,80013220829,PAEE8A003L,MICHELANGELO,99,Prim,"VIA TINDARI N. 52, 90135, PALERMO",38.1276463,13.2956303
Palermo,ISTITUTO COMPRENSIVO,PAIC8A1008,I.C. LUIGI CAPUANA -PA,"VIA ALESSIO NARBONE, 55",90138,PALERMO,39,PAIC8A1008@istruzione.it,916511733,80012800829,PAEE8A101A,I.C. LUIGI CAPUANA,355,Prim,"VIA A. NARBONE 55, 90138, PALERMO",38.1199557,13.3445011
Palermo,ISTITUTO COMPRENSIVO,PAIC8A1008,I.C. LUIGI CAPUANA -PA,"VIA ALESSIO NARBONE, 55",90138,PALERMO,39,PAIC8A1008@istruzione.it,916511733,80012800829,PAEE8A102B,PLESSO N. TURRISI,220,Prim,"P.ZZA V.E.ORLANDO 3, 90133, PALERMO",38.1196747,13.3510179
Palermo,ISTITUTO COMPRENSIVO,PAIC8A2004,I.C. SILVIO BOCCONE -PA,"VIA DEL VESPRO,72",90127,PALERMO,39,PAIC8A2004@istruzione.it,916164215,80020000826,PAEE8A2016,I.C. SILVIO BOCCONE - ORETO,181,Prim,"VIA ORETO 106, 90127, PALERMO",38.1076399,13.3671222
Palermo,ISTITUTO COMPRENSIVO,PAIC8A2004,I.C. SILVIO BOCCONE -PA,"VIA DEL VESPRO,72",90127,PALERMO,39,PAIC8A2004@istruzione.it,916164215,80020000826,PAEE8A2027,D.D. ROSOLINO PILO - PA,345,Prim,"VIA S.LA FRANCA 70, 90127, PALERMO",38.0470164,13.1242732
Palermo,ISTITUTO COMPRENSIVO,PAIC8A2004,I.C. SILVIO BOCCONE -PA,"VIA DEL VESPRO,72",90127,PALERMO,39,PAIC8A2004@istruzione.it,916164215,80020000826,PAEE8A2038,VIA DEL VESPRO = R. PILO,80,Prim,"VIA AUGUSTO ELIA, 90127, PALERMO",38.1054581,13.3638985
Palermo,ISTITUTO COMPRENSIVO,PAIC8A300X,I.C. MONREALE - F. MORVILLO,"VIA B. GIORDANO, 10",90046,MONREALE,47,PAIC8A300X@istruzione.it,916405406,97163340827,PAEE8A3012,I.C. MONREALE - F. MORVILLO,525,Prim,"VIA BIAGIO GIORDANO, 90046, MONREALE",38.0777145,13.2873324
Palermo,ISTITUTO COMPRENSIVO,PAIC8A400Q,I.C. CAPACI - BIAGIO SICILIANO,CORSO ISOLA DELLE FEMMINE 11,90040,CAPACI,42,PAIC8A400Q@istruzione.it,918671293,97291540827,PAEE8A401T,I.C. CAPACI/B. SICILIANO-VIA Z,174,Prim,"VIA ZIMA, 90040, CAPACI",38.174254,13.24012
Palermo,ISTITUTO COMPRENSIVO,PAIC8A400Q,I.C. CAPACI - BIAGIO SICILIANO,CORSO ISOLA DELLE FEMMINE 11,90040,CAPACI,42,PAIC8A400Q@istruzione.it,918671293,97291540827,PAEE8A402V,D.D. CAPACI - A.DE GASPERI,248,Prim,"CORSO ISOLA DELLE FEMMINE 26, 90040, CAPACI",38.1763058,13.2341369
Palermo,ISTITUTO COMPRENSIVO,PAIC8A400Q,I.C. CAPACI - BIAGIO SICILIANO,CORSO ISOLA DELLE FEMMINE 11,90040,CAPACI,42,PAIC8A400Q@istruzione.it,918671293,97291540827,PAEE8A403X,AVV. LONGO GAETANO,254,Prim,"VIA KENNEDY, Non Disponibile, CAPACI",38.1793426,13.2381466
Palermo,ISTITUTO COMPRENSIVO,PAIC8A500G,I.C. ROSARIO LIVATINO,CORTILE GIALLOMBARDO SNC,90010,FICARAZZI,45,PAIC8A500G@istruzione.it,916360746,90018650821,PAEE8A501N,I.C. FICARAZZI - TESAURO,450,Prim,"VIA UMBERTO, 90039, FICARAZZI",38.0727879,13.4496867
Palermo,ISTITUTO COMPRENSIVO,PAIC8A500G,I.C. ROSARIO LIVATINO,CORTILE GIALLOMBARDO SNC,90010,FICARAZZI,45,PAIC8A500G@istruzione.it,916360746,90018650821,PAEE8A502P,VIA DELL'ARIA,271,Prim,"VIA DELL'ARIA, 90010, FICARAZZI",38.0896244,13.4711935
